,Capacity,DaysShowedInWeek,Index,LastDate,Lifetime,Movie,OccAtWeek,OccPer,OtherReleasesInWeek,ReleaseDate,ShowsInWeek,WeeksSinceRelease
700,1400,6,700,2015-07-20,3,HO00000967,1249,0.892142857142857,3,2015-06-26,12,3
701,550,5,701,2015-07-02,1,HO00000968,341,0.62,10,2015-06-26,5,0
702,220,2,702,2015-07-02,1,HO00000968,45,0.204545454545454,7,2015-06-26,2,1
703,2320,5,703,2015-07-20,3,HO00000970,2277,0.9814655172413791,10,2015-06-26,12,0
704,2940,7,704,2015-07-20,3,HO00000970,2752,0.9360544217687071,7,2015-06-26,14,1
705,2040,7,705,2015-07-20,3,HO00000970,1838,0.9009803921568621,2,2015-06-26,14,2
706,960,6,706,2015-07-20,3,HO00000970,907,0.944791666666666,3,2015-06-26,8,3
707,655,5,707,2015-06-30,0,HO00000971,379,0.5786259541984731,10,2015-06-26,5,0
708,1440,5,708,2015-07-15,3,HO00000972,1353,0.9395833333333331,10,2015-06-26,12,0
709,1680,7,709,2015-07-15,3,HO00000972,1547,0.9208333333333331,7,2015-06-26,14,1
710,960,7,710,2015-07-15,3,HO00000972,848,0.8833333333333331,2,2015-06-26,8,2
711,120,1,711,2015-07-15,3,HO00000972,89,0.741666666666666,3,2015-06-26,1,3
712,655,5,712,2015-07-02,1,HO00000973,430,0.65648854961832,10,2015-06-26,5,0
713,262,2,713,2015-07-02,1,HO00000973,118,0.45038167938931306,7,2015-06-26,2,1
714,655,5,714,2015-07-02,1,HO00000974,358,0.5465648854961831,10,2015-06-26,5,0
715,262,2,715,2015-07-02,1,HO00000974,78,0.297709923664122,7,2015-06-26,2,1
716,220,2,716,2015-06-28,0,HO00000976,106,0.48181818181818103,10,2015-06-27,2,0
717,6525,5,717,2015-07-20,2,HO00000977,6157,0.943601532567049,7,2015-07-03,27,0
718,8782,7,718,2015-07-20,2,HO00000977,8085,0.9206331131860621,2,2015-07-03,37,1
719,5080,6,719,2015-07-20,2,HO00000977,4464,0.8787401574803151,3,2015-07-03,34,2
720,3370,6,720,2015-07-20,2,HO00000978,3066,0.9097922848664681,7,2015-07-02,17,0
721,3065,7,721,2015-07-20,2,HO00000978,2253,0.7350734094616641,2,2015-07-02,21,1
722,1834,6,722,2015-07-20,2,HO00000978,1372,0.748091603053435,3,2015-07-02,14,2
723,550,5,723,2015-07-09,1,HO00000979,499,0.9072727272727271,7,2015-07-03,5,0
724,220,2,724,2015-07-09,1,HO00000979,134,0.609090909090909,2,2015-07-03,2,1
725,1480,5,725,2015-07-16,2,HO00000980,1128,0.762162162162162,7,2015-07-03,8,0
726,770,7,726,2015-07-16,2,HO00000980,621,0.806493506493506,2,2015-07-03,7,1
727,220,2,727,2015-07-16,2,HO00000980,111,0.5045454545454541,3,2015-07-03,2,2
728,655,5,728,2015-07-09,1,HO00000981,299,0.45648854961832,7,2015-07-03,5,0
729,262,2,729,2015-07-09,1,HO00000981,82,0.312977099236641,2,2015-07-03,2,1
730,240,2,730,2015-07-05,0,HO00000984,223,0.929166666666666,7,2015-07-04,2,0
731,220,2,731,2015-07-05,0,HO00000985,65,0.295454545454545,7,2015-07-04,2,0
732,7500,5,732,2015-11-09,17,HO00000986,7381,0.9841333333333331,2,2015-07-10,28,0
733,4471,6,733,2015-11-09,17,HO00000986,4291,0.9597405502124801,3,2015-07-10,15,1
734,360,3,734,2015-11-09,17,HO00000986,334,0.927777777777777,8,2015-07-10,3,13
735,840,7,735,2015-11-09,17,HO00000986,779,0.9273809523809521,11,2015-07-10,7,14
736,241,2,736,2015-11-09,17,HO00000986,130,0.539419087136929,7,2015-07-10,2,15
737,220,2,737,2015-11-09,17,HO00000986,78,0.35454545454545405,15,2015-07-10,2,16
738,480,4,738,2015-11-09,17,HO00000986,356,0.741666666666666,5,2015-07-10,4,17
739,1880,5,739,2015-07-20,1,HO00000987,1754,0.932978723404255,2,2015-07-10,8,0
740,3860,6,740,2015-07-20,1,HO00000987,3509,0.9090673575129531,3,2015-07-10,24,1
741,4820,4,741,2015-07-20,0,HO00000990,4564,0.9468879668049791,3,2015-07-17,18,0
742,4946,4,742,2015-07-20,0,HO00000991,4771,0.964617873028709,3,2015-07-17,22,0
743,491,3,743,2015-10-15,12,HO00000992,358,0.7291242362525451,8,2015-07-24,4,11
744,240,2,744,2015-10-15,12,HO00000992,186,0.775,11,2015-07-24,2,12
745,393,3,745,2015-07-19,0,HO00000993,243,0.618320610687022,3,2015-07-17,3,0
746,1260,3,746,2015-12-03,9,HO00001035,1078,0.8555555555555551,8,2015-09-30,6,1
747,2940,7,747,2015-12-03,9,HO00001035,2374,0.807482993197278,11,2015-09-30,14,2
748,770,7,748,2015-12-03,9,HO00001035,663,0.86103896103896,7,2015-09-30,7,3
749,1060,7,749,2015-12-03,9,HO00001035,817,0.7707547169811321,15,2015-09-30,9,4
750,1430,7,750,2015-12-03,9,HO00001035,1137,0.795104895104895,5,2015-09-30,12,5
751,770,7,751,2015-12-03,9,HO00001035,677,0.879220779220779,3,2015-09-30,7,6
752,770,7,752,2015-12-03,9,HO00001035,604,0.784415584415584,6,2015-09-30,7,7
753,770,7,753,2015-12-03,9,HO00001035,539,0.7000000000000001,8,2015-09-30,7,8
754,220,2,754,2015-12-03,9,HO00001035,44,0.2,8,2015-09-30,2,9
755,360,3,755,2015-11-09,5,HO00001060,325,0.9027777777777771,8,2015-09-30,3,1
756,720,6,756,2015-11-09,5,HO00001060,654,0.9083333333333331,11,2015-09-30,6,2
757,1320,7,757,2015-11-09,5,HO00001060,1131,0.856818181818181,7,2015-09-30,11,3
758,840,7,758,2015-11-09,5,HO00001060,652,0.7761904761904761,15,2015-09-30,7,4
759,720,6,759,2015-11-09,5,HO00001060,582,0.808333333333333,5,2015-09-30,6,5
760,330,3,760,2015-10-15,2,HO00001061,306,0.927272727272727,8,2015-09-30,3,1
761,220,2,761,2015-10-15,2,HO00001061,204,0.927272727272727,11,2015-09-30,2,2
762,1860,3,762,2015-11-09,5,HO00001063,1406,0.755913978494623,8,2015-09-30,6,1
763,2790,7,763,2015-11-09,5,HO00001063,2029,0.7272401433691751,11,2015-09-30,9,2
764,840,7,764,2015-11-09,5,HO00001063,738,0.8785714285714281,7,2015-09-30,7,3
765,670,6,765,2015-11-09,5,HO00001063,582,0.8686567164179101,15,2015-09-30,6,4
766,660,6,766,2015-11-09,5,HO00001063,568,0.86060606060606,5,2015-09-30,6,5
767,330,3,767,2015-11-09,5,HO00001067,303,0.9181818181818181,8,2015-10-01,3,1
768,770,7,768,2015-11-09,5,HO00001067,712,0.9246753246753241,11,2015-10-01,7,2
769,770,7,769,2015-11-09,5,HO00001067,688,0.893506493506493,7,2015-10-01,7,3
770,990,7,770,2015-11-09,5,HO00001067,862,0.8707070707070701,15,2015-10-01,9,4
771,660,6,771,2015-11-09,5,HO00001067,561,0.85,5,2015-10-01,6,5
772,120,1,772,2015-10-11,1,HO00001069,102,0.85,8,2015-09-30,1,1
773,360,3,773,2015-10-29,4,HO00001072,325,0.9027777777777771,8,2015-09-30,3,1
774,840,7,774,2015-10-29,4,HO00001072,753,0.896428571428571,11,2015-09-30,7,2
775,840,7,775,2015-10-29,4,HO00001072,694,0.826190476190476,7,2015-09-30,7,3
776,240,2,776,2015-10-29,4,HO00001072,212,0.8833333333333331,15,2015-09-30,2,4
777,330,3,777,2015-10-25,3,HO00001075,300,0.9090909090909091,8,2015-09-30,3,1
778,770,7,778,2015-10-25,3,HO00001075,659,0.8558441558441551,11,2015-09-30,7,2
779,550,4,779,2015-10-25,3,HO00001075,238,0.432727272727272,7,2015-09-30,5,3
780,330,3,780,2015-10-15,2,HO00001080,280,0.8484848484848481,8,2015-09-30,3,1
781,220,2,781,2015-10-15,2,HO00001080,143,0.65,11,2015-09-30,2,2
782,524,1,782,2015-10-29,4,HO00001086,413,0.7881679389312971,8,2015-10-01,4,1
783,917,5,783,2015-10-29,4,HO00001086,711,0.7753544165757901,11,2015-10-01,7,2
784,917,7,784,2015-10-29,4,HO00001086,644,0.702290076335877,7,2015-10-01,7,3
785,262,2,785,2015-10-29,4,HO00001086,142,0.541984732824427,15,2015-10-01,2,4
786,382,3,786,2015-10-26,3,HO00001087,300,0.785340314136125,8,2015-10-01,3,1
787,812,7,787,2015-10-26,3,HO00001087,727,0.8953201970443351,11,2015-10-01,7,2
788,660,6,788,2015-10-26,3,HO00001087,486,0.7363636363636361,7,2015-10-01,6,3
789,330,3,789,2015-10-20,2,HO00001089,312,0.9454545454545451,8,2015-10-02,3,1
790,820,7,790,2015-10-20,2,HO00001089,755,0.9207317073170731,11,2015-10-02,7,2
791,1716,3,791,2015-11-09,5,HO00001090,1422,0.8286713286713281,8,2015-10-02,9,1
792,2956,7,792,2015-11-09,5,HO00001090,2481,0.8393098782138021,11,2015-10-02,13,2
793,840,7,793,2015-11-09,5,HO00001090,717,0.8535714285714281,7,2015-10-02,7,3
794,1790,7,794,2015-11-09,5,HO00001090,1085,0.6061452513966481,15,2015-10-02,7,4
795,1060,6,795,2015-11-09,5,HO00001090,581,0.5481132075471691,5,2015-10-02,6,5
796,1290,3,796,2015-11-26,8,HO00001091,1168,0.905426356589147,8,2015-10-02,6,1
797,4580,7,797,2015-11-26,8,HO00001091,4055,0.8853711790393011,11,2015-10-02,16,2
798,840,7,798,2015-11-26,8,HO00001091,760,0.9047619047619041,7,2015-10-02,7,3
799,240,2,799,2015-11-26,8,HO00001091,221,0.9208333333333331,15,2015-10-02,2,4
800,780,5,800,2015-11-26,8,HO00001091,687,0.8807692307692301,5,2015-10-02,7,5
801,840,7,801,2015-11-26,8,HO00001091,764,0.9095238095238091,3,2015-10-02,7,6
802,895,7,802,2015-11-26,8,HO00001091,701,0.783240223463687,6,2015-10-02,7,7
803,262,2,803,2015-11-26,8,HO00001091,183,0.6984732824427481,8,2015-10-02,2,8
804,1290,3,804,2015-10-29,3,HO00001095,816,0.632558139534883,8,2015-10-09,6,0
805,1460,7,805,2015-10-29,3,HO00001095,869,0.595205479452054,11,2015-10-09,9,1
806,770,7,806,2015-10-29,3,HO00001095,633,0.8220779220779221,7,2015-10-09,7,2
807,220,2,807,2015-10-29,3,HO00001095,124,0.563636363636363,15,2015-10-09,2,3
808,440,3,808,2015-11-05,4,HO00001096,409,0.9295454545454541,8,2015-10-09,4,0
809,770,7,809,2015-11-05,4,HO00001096,714,0.927272727272727,11,2015-10-09,7,1
810,770,7,810,2015-11-05,4,HO00001096,689,0.894805194805194,7,2015-10-09,7,2
811,820,7,811,2015-11-05,4,HO00001096,664,0.8097560975609751,15,2015-10-09,7,3
812,240,2,812,2015-11-05,4,HO00001096,160,0.6666666666666661,5,2015-10-09,2,4
813,1600,3,813,2015-11-26,7,HO00001097,1408,0.88,8,2015-10-08,7,0
814,3010,7,814,2015-11-26,7,HO00001097,2609,0.8667774086378731,11,2015-10-08,14,1
815,1332,7,815,2015-11-26,7,HO00001097,1140,0.8558558558558551,7,2015-10-08,11,2
816,1010,7,816,2015-11-26,7,HO00001097,859,0.85049504950495,15,2015-10-08,9,3
817,2200,7,817,2015-11-26,7,HO00001097,1388,0.6309090909090901,5,2015-10-08,9,4
818,840,7,818,2015-11-26,7,HO00001097,750,0.892857142857142,3,2015-10-08,7,5
819,251,2,819,2015-11-26,7,HO00001097,167,0.6653386454183261,6,2015-10-08,2,6
820,262,2,820,2015-11-26,7,HO00001097,179,0.6832061068702291,8,2015-10-08,2,7
821,1570,3,821,2015-10-15,1,HO00001098,1414,0.900636942675159,8,2015-10-09,7,0
822,840,2,822,2015-10-15,1,HO00001098,623,0.741666666666666,11,2015-10-09,4,1
823,770,3,823,2015-10-20,1,HO00001099,737,0.9571428571428571,8,2015-10-09,7,0
824,990,7,824,2015-10-20,1,HO00001099,935,0.9444444444444441,11,2015-10-09,9,1
825,330,3,825,2015-10-20,1,HO00001100,284,0.86060606060606,8,2015-10-09,3,0
826,440,4,826,2015-10-20,1,HO00001100,256,0.581818181818181,11,2015-10-09,4,1
827,330,3,827,2015-10-15,1,HO00001101,261,0.79090909090909,8,2015-10-09,3,0
828,220,2,828,2015-10-15,1,HO00001101,146,0.663636363636363,11,2015-10-09,2,1
829,655,5,829,2015-11-05,1,HO00001102,322,0.491603053435114,15,2015-10-30,5,0
830,262,2,830,2015-11-05,1,HO00001102,96,0.366412213740457,5,2015-10-30,2,1
831,110,1,831,2015-10-11,0,HO00001103,71,0.6454545454545451,8,2015-10-10,1,0
832,1650,7,832,2015-10-29,1,HO00001104,1267,0.767878787878787,7,2015-10-21,15,0
833,440,2,833,2015-10-29,1,HO00001104,217,0.49318181818181805,15,2015-10-21,4,1
834,1320,5,834,2015-10-20,0,HO00001105,1243,0.9416666666666661,11,2015-10-16,12,0
835,330,3,835,2015-10-18,0,HO00001106,269,0.8151515151515151,11,2015-10-16,3,0
836,770,5,836,2015-11-26,6,HO00001107,704,0.914285714285714,11,2015-10-16,7,0
837,770,7,837,2015-11-26,6,HO00001107,704,0.914285714285714,7,2015-10-16,7,1
838,770,7,838,2015-11-26,6,HO00001107,709,0.92077922077922,15,2015-10-16,7,2
839,770,7,839,2015-11-26,6,HO00001107,689,0.894805194805194,5,2015-10-16,7,3
840,770,7,840,2015-11-26,6,HO00001107,704,0.914285714285714,3,2015-10-16,7,4
841,770,7,841,2015-11-26,6,HO00001107,547,0.71038961038961,6,2015-10-16,7,5
842,220,2,842,2015-11-26,6,HO00001107,106,0.48181818181818103,8,2015-10-16,2,6
843,550,5,843,2015-10-20,0,HO00001108,512,0.93090909090909,11,2015-10-16,5,0
844,840,5,844,2015-11-05,3,HO00001109,767,0.9130952380952381,11,2015-10-16,7,0
845,1200,7,845,2015-11-05,3,HO00001109,1021,0.8508333333333331,7,2015-10-16,10,1
846,840,7,846,2015-11-05,3,HO00001109,658,0.7833333333333331,15,2015-10-16,7,2
847,240,2,847,2015-11-05,3,HO00001109,149,0.620833333333333,5,2015-10-16,2,3
848,1703,5,848,2015-11-05,3,HO00001110,1343,0.7886083382266581,11,2015-10-16,13,0
849,2316,7,849,2015-11-05,3,HO00001110,1791,0.7733160621761651,7,2015-10-16,18,1
850,2294,7,850,2015-11-05,3,HO00001110,1656,0.721883173496076,15,2015-10-16,11,2
851,620,2,851,2015-11-05,3,HO00001110,317,0.511290322580645,5,2015-10-16,2,3
852,1550,5,852,2015-11-28,6,HO00001112,1080,0.6967741935483871,11,2015-10-16,5,0
853,950,7,853,2015-11-28,6,HO00001112,859,0.904210526315789,7,2015-10-16,8,1
854,840,7,854,2015-11-28,6,HO00001112,756,0.9,15,2015-10-16,7,2
855,1480,6,855,2015-11-28,6,HO00001112,1072,0.724324324324324,5,2015-10-16,6,3
856,120,1,856,2015-11-28,6,HO00001112,111,0.925,8,2015-10-16,1,6
857,2170,5,857,2015-10-20,0,HO00001113,1683,0.775576036866359,11,2015-10-16,7,0
858,550,5,858,2015-10-20,0,HO00001114,405,0.7363636363636361,11,2015-10-16,5,0
859,220,2,859,2015-10-18,0,HO00001115,173,0.786363636363636,11,2015-10-17,2,0
860,502,4,860,2015-10-19,0,HO00001116,321,0.6394422310756971,11,2015-10-16,4,0
861,9410,7,861,2015-11-09,2,HO00001117,8211,0.8725823591923481,7,2015-10-21,31,0
862,3790,7,862,2015-11-09,2,HO00001117,2168,0.572031662269129,15,2015-10-21,18,1
863,1048,6,863,2015-11-09,2,HO00001117,726,0.6927480916030531,5,2015-10-21,8,2
864,2756,6,864,2015-11-09,2,HO00001118,2384,0.865021770682147,7,2015-10-22,13,0
865,2082,7,865,2015-11-09,2,HO00001118,1622,0.779058597502401,15,2015-10-22,14,1
866,1440,6,866,2015-11-09,2,HO00001118,1056,0.7333333333333331,5,2015-10-22,12,2
867,9450,7,867,2015-12-17,8,HO00001119,8994,0.9517460317460311,7,2015-10-21,35,0
868,8900,7,868,2015-12-17,8,HO00001119,8096,0.9096629213483141,15,2015-10-21,30,1
869,8300,7,869,2015-12-17,8,HO00001119,6670,0.803614457831325,5,2015-10-21,28,2
870,1680,7,870,2015-12-17,8,HO00001119,1505,0.895833333333333,3,2015-10-21,14,3
871,1910,7,871,2015-12-17,8,HO00001119,1712,0.896335078534031,6,2015-10-21,16,4
872,1680,7,872,2015-12-17,8,HO00001119,1292,0.7690476190476191,8,2015-10-21,14,5
873,1030,7,873,2015-12-17,8,HO00001119,689,0.668932038834951,8,2015-10-21,9,6
874,820,7,874,2015-12-17,8,HO00001119,686,0.8365853658536581,4,2015-10-21,7,7
875,240,2,875,2015-12-17,8,HO00001119,209,0.870833333333333,4,2015-10-21,2,8
876,440,4,876,2015-10-25,0,HO00001120,329,0.747727272727272,7,2015-10-22,4,0
877,990,6,877,2015-10-29,1,HO00001121,876,0.8848484848484841,7,2015-10-22,9,0
878,220,2,878,2015-10-29,1,HO00001121,152,0.69090909090909,15,2015-10-22,2,1
879,550,5,879,2015-10-26,0,HO00001122,351,0.6381818181818181,7,2015-10-22,5,0
880,2720,5,880,2015-11-09,1,HO00001123,2303,0.8466911764705881,15,2015-10-30,12,0
881,3320,6,881,2015-11-09,1,HO00001123,2375,0.7153614457831321,5,2015-10-30,12,1
882,360,3,882,2015-11-01,0,HO00001124,123,0.341666666666666,15,2015-10-30,3,0
883,550,5,883,2015-11-09,1,HO00001125,408,0.741818181818181,15,2015-10-30,5,0
884,660,6,884,2015-11-09,1,HO00001125,459,0.6954545454545451,5,2015-10-30,6,1
885,550,5,885,2015-11-05,1,HO00001126,367,0.667272727272727,15,2015-10-30,5,0
886,220,2,886,2015-11-05,1,HO00001126,64,0.29090909090909,5,2015-10-30,2,1
887,550,5,887,2015-11-05,1,HO00001127,421,0.765454545454545,15,2015-10-30,5,0
888,220,2,888,2015-11-05,1,HO00001127,111,0.5045454545454541,5,2015-10-30,2,1
889,550,5,889,2015-11-09,1,HO00001128,442,0.803636363636363,15,2015-10-30,5,0
890,744,6,890,2015-11-09,1,HO00001128,460,0.618279569892473,5,2015-10-30,6,1
891,1550,5,891,2015-11-05,1,HO00001129,1020,0.658064516129032,15,2015-10-30,5,0
892,620,2,892,2015-11-05,1,HO00001129,196,0.31612903225806405,5,2015-10-30,2,1
893,550,5,893,2015-11-19,3,HO00001130,484,0.88,15,2015-10-30,5,0
894,1451,7,894,2015-11-19,3,HO00001130,1102,0.7594762232942791,5,2015-10-30,13,1
895,917,7,895,2015-11-19,3,HO00001130,576,0.62813522355507,3,2015-10-30,7,2
896,262,2,896,2015-11-19,3,HO00001130,184,0.702290076335877,6,2015-10-30,2,3
897,655,5,897,2015-11-05,1,HO00001131,402,0.613740458015267,15,2015-10-30,5,0
898,262,2,898,2015-11-05,1,HO00001131,84,0.3206106870229,5,2015-10-30,2,1
899,262,2,899,2015-11-01,0,HO00001132,175,0.6679389312977091,15,2015-10-31,2,0
900,330,3,900,2015-11-01,0,HO00001133,138,0.41818181818181804,15,2015-10-30,3,0
901,440,4,901,2015-11-09,1,HO00001134,380,0.8636363636363631,15,2015-10-31,4,0
902,1530,6,902,2015-11-09,1,HO00001134,764,0.49934640522875806,5,2015-10-31,12,1
903,240,2,903,2015-11-01,0,HO00001135,92,0.383333333333333,15,2015-10-31,2,0
904,240,2,904,2015-11-01,0,HO00001136,144,0.6000000000000001,15,2015-10-31,2,0
905,440,4,905,2015-11-09,0,HO00001138,144,0.32727272727272705,5,2015-11-06,4,0
906,1331,5,906,2015-12-17,6,HO00001139,1146,0.861006761833208,5,2015-11-06,11,0
907,917,7,907,2015-12-17,6,HO00001139,696,0.7589967284623771,3,2015-11-06,7,1
908,1071,7,908,2015-12-17,6,HO00001139,928,0.8664799253034541,6,2015-11-06,9,2
909,1080,7,909,2015-12-17,6,HO00001139,969,0.897222222222222,8,2015-11-06,9,3
910,960,7,910,2015-12-17,6,HO00001139,641,0.667708333333333,8,2015-11-06,8,4
911,1157,7,911,2015-12-17,6,HO00001139,828,0.7156439066551421,4,2015-11-06,9,5
912,262,2,912,2015-12-17,6,HO00001139,154,0.587786259541984,4,2015-11-06,2,6
913,440,4,913,2015-11-09,0,HO00001140,281,0.638636363636363,5,2015-11-06,4,0
914,2450,1,914,2015-12-17,6,HO00001142,2332,0.9518367346938771,5,2015-11-10,13,0
915,14341,7,915,2015-12-17,6,HO00001142,12456,0.868558677916463,3,2015-11-10,70,1
916,8240,7,916,2015-12-17,6,HO00001142,6700,0.813106796116504,6,2015-11-10,36,2
917,4250,7,917,2015-12-17,6,HO00001142,2794,0.657411764705882,8,2015-11-10,18,3
918,1460,7,918,2015-12-17,6,HO00001142,924,0.6328767123287671,8,2015-11-10,9,4
919,840,7,919,2015-12-17,6,HO00001142,748,0.8904761904761901,4,2015-11-10,7,5
920,240,2,920,2015-12-17,6,HO00001142,216,0.9,4,2015-11-10,2,6
921,3800,6,921,2015-12-09,4,HO00001143,3375,0.888157894736842,3,2015-11-12,32,0
922,3370,7,922,2015-12-09,4,HO00001143,2992,0.8878338278931751,6,2015-11-12,30,1
923,2085,7,923,2015-12-09,4,HO00001143,1701,0.815827338129496,8,2015-11-12,18,2
924,1032,7,924,2015-12-09,4,HO00001143,715,0.6928294573643411,8,2015-11-12,9,3
925,110,1,925,2015-12-09,4,HO00001143,98,0.8909090909090901,4,2015-11-12,1,4
926,3083,1,926,2015-12-17,6,HO00001144,2990,0.969834576710995,5,2015-11-10,18,0
927,15145,7,927,2015-12-17,6,HO00001144,14040,0.927038626609442,3,2015-11-10,76,1
928,9141,7,928,2015-12-17,6,HO00001144,7966,0.8714582649600701,6,2015-11-10,37,2
929,4850,7,929,2015-12-17,6,HO00001144,3110,0.641237113402061,8,2015-11-10,23,3
930,2180,7,930,2015-12-17,6,HO00001144,1407,0.6454128440366971,8,2015-11-10,15,4
931,1630,7,931,2015-12-17,6,HO00001144,1314,0.806134969325153,4,2015-11-10,14,5
932,460,2,932,2015-12-17,6,HO00001144,266,0.578260869565217,4,2015-11-10,4,6
933,1813,7,933,2015-11-19,1,HO00001145,1154,0.636514065085493,3,2015-11-11,14,0
934,262,2,934,2015-11-19,1,HO00001145,189,0.7213740458015261,6,2015-11-11,2,1
935,550,5,935,2015-11-26,2,HO00001146,473,0.86,3,2015-11-13,5,0
936,440,4,936,2015-11-26,2,HO00001146,335,0.761363636363636,6,2015-11-13,4,1
937,220,2,937,2015-11-26,2,HO00001146,156,0.7090909090909091,8,2015-11-13,2,2
938,7714,6,938,2015-12-17,4,HO00001147,6856,0.8887736582836401,6,2015-11-19,41,0
939,5562,7,939,2015-12-17,4,HO00001147,4557,0.8193096008629981,8,2015-11-19,24,1
940,3470,7,940,2015-12-17,4,HO00001147,2245,0.6469740634005761,8,2015-11-19,15,2
941,2390,7,941,2015-12-17,4,HO00001147,1708,0.7146443514644351,4,2015-11-19,9,3
942,620,2,942,2015-12-17,4,HO00001147,295,0.475806451612903,4,2015-11-19,2,4
943,1100,5,943,2015-12-10,3,HO00001148,1030,0.9363636363636361,6,2015-11-20,10,0
944,990,7,944,2015-12-10,3,HO00001148,874,0.8828282828282821,8,2015-11-20,9,1
945,770,7,945,2015-12-10,3,HO00001148,431,0.5597402597402591,8,2015-11-20,7,2
946,220,2,946,2015-12-10,3,HO00001148,111,0.5045454545454541,4,2015-11-20,2,3
947,440,4,947,2015-11-23,0,HO00001149,253,0.5750000000000001,6,2015-11-20,4,0
948,812,5,948,2015-11-26,1,HO00001150,509,0.626847290640394,6,2015-11-20,7,0
949,220,2,949,2015-11-26,1,HO00001150,133,0.604545454545454,8,2015-11-20,2,1
950,550,5,950,2015-11-26,1,HO00001152,479,0.8709090909090901,6,2015-11-20,5,0
951,220,2,951,2015-11-26,1,HO00001152,169,0.7681818181818181,8,2015-11-20,2,1
952,862,5,952,2015-12-03,2,HO00001153,697,0.8085846867749421,6,2015-11-20,7,0
953,1102,7,953,2015-12-03,2,HO00001153,709,0.643375680580762,8,2015-11-20,9,1
954,240,2,954,2015-12-03,2,HO00001153,122,0.5083333333333331,8,2015-11-20,2,2
955,120,1,955,2016-03-31,18,HO00001154,105,0.875,7,2015-11-27,1,5
956,910,5,956,2016-03-31,18,HO00001154,554,0.6087912087912081,8,2015-11-27,8,17
957,220,2,957,2016-03-31,18,HO00001154,122,0.554545454545454,7,2015-11-27,2,18
958,220,2,958,2015-11-29,0,HO00001155,122,0.554545454545454,8,2015-11-28,2,0
959,1320,5,959,2016-01-13,7,HO00001156,1151,0.8719696969696971,8,2015-11-27,12,0
960,1320,7,960,2016-01-13,7,HO00001156,990,0.75,8,2015-11-27,12,1
961,1095,7,961,2016-01-13,7,HO00001156,838,0.765296803652967,4,2015-11-27,9,2
962,812,7,962,2016-01-13,7,HO00001156,691,0.8509852216748761,4,2015-11-27,7,3
963,770,7,963,2016-01-13,7,HO00001156,679,0.8818181818181811,7,2015-11-27,7,4
964,820,7,964,2016-01-13,7,HO00001156,675,0.823170731707317,7,2015-11-27,7,5
965,895,7,965,2016-01-13,7,HO00001156,621,0.6938547486033521,6,2015-11-27,7,6
966,131,1,966,2016-01-13,7,HO00001156,90,0.687022900763358,11,2015-11-27,1,7
967,393,3,967,2015-11-29,0,HO00001157,127,0.323155216284987,8,2015-11-27,3,0
968,1205,5,968,2015-12-17,3,HO00001158,1003,0.832365145228215,8,2015-11-27,10,0
969,2582,7,969,2015-12-17,3,HO00001158,1800,0.69713400464756,8,2015-11-27,14,1
970,1280,7,970,2015-12-17,3,HO00001158,900,0.703125,4,2015-11-27,8,2
971,220,2,971,2015-12-17,3,HO00001158,146,0.663636363636363,4,2015-11-27,2,3
972,4390,5,972,2015-12-23,4,HO00001159,4012,0.9138952164009111,8,2015-11-27,18,0
973,4560,7,973,2015-12-23,4,HO00001159,3213,0.7046052631578941,8,2015-11-27,16,1
974,3665,7,974,2015-12-23,4,HO00001159,2765,0.754433833560709,4,2015-11-27,16,2
975,1432,7,975,2015-12-23,4,HO00001159,997,0.696229050279329,4,2015-11-27,9,3
976,110,1,976,2015-12-23,4,HO00001159,99,0.9,7,2015-11-27,1,4
977,3100,5,977,2015-12-03,1,HO00001160,2022,0.652258064516129,8,2015-11-27,10,0
978,1240,2,978,2015-12-03,1,HO00001160,237,0.19112903225806402,8,2015-11-27,4,1
979,2506,5,979,2015-12-23,4,HO00001161,2255,0.8998403830806061,8,2015-11-27,18,0
980,2274,7,980,2015-12-23,4,HO00001161,1865,0.82014072119613,8,2015-11-27,18,1
981,2694,7,981,2015-12-23,4,HO00001161,1782,0.661469933184855,4,2015-11-27,11,2
982,1170,7,982,2015-12-23,4,HO00001161,813,0.6948717948717941,4,2015-11-27,7,3
983,110,1,983,2015-12-23,4,HO00001161,100,0.9090909090909091,7,2015-11-27,1,4
984,1362,5,984,2015-12-17,3,HO00001162,1162,0.853157121879588,8,2015-11-27,12,0
985,1540,7,985,2015-12-17,3,HO00001162,1348,0.8753246753246751,8,2015-11-27,14,1
986,990,7,986,2015-12-17,3,HO00001162,816,0.8242424242424241,4,2015-11-27,9,2
987,220,2,987,2015-12-17,3,HO00001162,166,0.7545454545454541,4,2015-11-27,2,3
988,3100,5,988,2016-01-13,5,HO00001169,2668,0.8606451612903221,4,2015-12-11,10,0
989,2890,7,989,2016-01-13,5,HO00001169,2309,0.7989619377162621,4,2015-12-11,19,1
990,1650,7,990,2016-01-13,5,HO00001169,1399,0.8478787878787871,7,2015-12-11,15,2
991,770,7,991,2016-01-13,5,HO00001169,704,0.914285714285714,7,2015-12-11,7,3
992,1770,7,992,2016-01-13,5,HO00001169,1266,0.7152542372881351,6,2015-12-11,7,4
993,310,1,993,2016-01-13,5,HO00001169,184,0.593548387096774,11,2015-12-11,1,5
994,2370,5,994,2015-12-17,1,HO00001171,1259,0.531223628691983,4,2015-12-11,17,0
995,700,2,995,2015-12-17,1,HO00001171,320,0.457142857142857,4,2015-12-11,6,1
